# elem xi1 xi2 x y psi_FEM psi_exact difference
1 -0.600000000000 0.400000000000 0.250000000000 0.875000000000 -0.065778126079 -0.067247994550 0.001469868471
1 -0.600000000000 0.600000000000 0.250000000000 1.000000000000 -0.073373497582 -0.074881075319 0.001507577737
1 -0.600000000000 0.800000000000 0.250000000000 1.125000000000 -0.081731557235 -0.082729849358 0.000998292123
1 -0.600000000000 1.000000000000 0.250000000000 1.250000000000 -0.090852305037 -0.090673299249 -0.000179005788
1 -0.400000000000 -1.000000000000 0.375000000000 0.000000000000 -0.049419987495 -0.050683485454 0.001263497958
1 -0.400000000000 -0.800000000000 0.375000000000 0.125000000000 -0.051187524403 -0.051338447764 0.000150923361
1 -0.400000000000 -0.600000000000 0.375000000000 0.250000000000 -0.053656904935 -0.053271598816 -0.000385306119
1 -0.400000000000 -0.400000000000 0.375000000000 0.375000000000 -0.056828129091 -0.056392684001 -0.000435445090
1 -0.400000000000 -0.200000000000 0.375000000000 0.500000000000 -0.060701196870 -0.060566241903 -0.000134954967
1 -0.400000000000 -0.000000000000 0.375000000000 0.625000000000 -0.065276108274 -0.065629413906 0.000353305633
1 -0.400000000000 0.200000000000 0.375000000000 0.750000000000 -0.070552863301 -0.071409856475 0.000856993175
1 -0.400000000000 0.400000000000 0.375000000000 0.875000000000 -0.076531461952 -0.077740453761 0.001208991809
1 -0.400000000000 0.600000000000 0.375000000000 1.000000000000 -0.083211904227 -0.084469316901 0.001257412674
1 -0.400000000000 0.800000000000 0.375000000000 1.125000000000 -0.090594190126 -0.091465121419 0.000870931293
1 -0.400000000000 1.000000000000 0.375000000000 1.250000000000 -0.098678319648 -0.098618738551 -0.000059581097
1 -0.200000000000 -1.000000000000 0.500000000000 0.000000000000 -0.063855045847 -0.064531776207 0.000676730360
1 -0.200000000000 -0.800000000000 0.500000000000 0.125000000000 -0.065207451942 -0.065082487550 -0.000124964392
1 -0.200000000000 -0.600000000000 0.500000000000 0.250000000000 -0.067204720866 -0.066712117296 -0.000492603571
1 -0.200000000000 -0.400000000000 0.500000000000 0.375000000000 -0.069846852619 -0.069356130324 -0.000490722295
1 -0.200000000000 -0.200000000000 0.500000000000 0.500000000000 -0.073133847201 -0.072916099644 -0.000217747557
1 -0.200000000000 -0.000000000000 0.500000000000 0.625000000000 -0.077065704611 -0.077270968791 0.000205264180
1 -0.200000000000 0.200000000000 0.500000000000 0.750000000000 -0.081642424850 -0.082288975812 0.000646550962
1 -0.200000000000 0.400000000000 0.500000000000 0.875000000000 -0.086864007918 -0.087838178534 0.000974170615
1 -0.200000000000 0.600000000000 0.500000000000 1.000000000000 -0.092730453815 -0.093794384434 0.001063930619
1 -0.200000000000 0.800000000000 0.500000000000 1.125000000000 -0.099241762540 -0.100046175417 0.000804412877
1 -0.200000000000 1.000000000000 0.500000000000 1.250000000000 -0.106397934095 -0.106497347803 0.000099413708
1 -0.000000000000 -1.000000000000 0.625000000000 0.000000000000 -0.077270968791 -0.077270968791 0.000000000000
1 -0.000000000000 -0.800000000000 0.625000000000 0.125000000000 -0.078282130812 -0.077740453761 -0.000541677050
1 -0.000000000000 -0.600000000000 0.625000000000 0.250000000000 -0.079885038596 -0.079132515000 -0.000752523596
1 -0.000000000000 -0.400000000000 0.625000000000 0.375000000000 -0.082079692144 -0.081399832802 -0.000679859342
1 -0.000000000000 -0.200000000000 0.625000000000 0.500000000000 -0.084866091456 -0.084469316901 -0.000396774556
1 -0.000000000000 -0.000000000000 0.625000000000 0.625000000000 -0.088244236533 -0.088249432532 0.000005195999
1 -0.000000000000 0.200000000000 0.625000000000 0.750000000000 -0.092214127373 -0.092638274925 0.000424147551
1 -0.000000000000 0.400000000000 0.625000000000 0.875000000000 -0.096775763978 -0.097531102419 0.000755338442
1 -0.000000000000 0.600000000000 0.625000000000 1.000000000000 -0.101929146346 -0.102826457206 0.000897310859
1 -0.000000000000 0.800000000000 0.625000000000 1.125000000000 -0.107674274479 -0.108430498854 0.000756224375
1 -0.000000000000 1.000000000000 0.625000000000 1.250000000000 -0.114011148376 -0.114259585389 0.000248437013
