t,norm,energy,x_avg,y_avg
0.454,1,0.999523,-4.17133e-17,7.91749e-18
0.455,1,0.999523,1.24525e-17,-1.02848e-17
0.456,1,0.999523,-6.25279e-17,-5.97192e-18
0.457,1,0.999523,2.36351e-17,-5.0643e-18
0.458,1,0.999523,-1.77568e-17,-2.49193e-18
0.459,1,0.999523,4.44282e-18,9.9168e-18
0.46,1,0.999523,2.09729e-17,-2.78787e-18
0.461,1,0.999523,-3.06915e-17,-1.92003e-17
0.462,1,0.999523,1.2834e-17,-2.47104e-18
0.463,1,0.999523,-2.30663e-18,1.07864e-17
0.464,1,0.999523,-3.60302e-17,4.66448e-18
0.465,1,0.999523,-4.76622e-17,1.89733e-17
0.466,1,0.999523,-1.54085e-17,-8.53336e-18
0.467,1,0.999523,7.84515e-18,3.03185e-18
0.468,1,0.999523,2.55252e-17,-1.5994e-18
0.469,1,0.999523,-4.26329e-17,-1.47751e-18
0.47,1,0.999523,-4.12204e-17,1.49835e-17
0.471,1,0.999523,5.02249e-18,-6.97455e-18
0.472,1,0.999523,-2.25923e-17,-6.83293e-19
0.473,1,0.999523,-4.80731e-18,7.20421e-18
0.474,1,0.999523,-3.93052e-18,5.82223e-18
0.475,1,0.999523,-2.06387e-17,-4.39657e-19
0.476,1,0.999523,-4.08954e-18,-3.18326e-18
0.477,1,0.999523,2.83321e-17,-4.43417e-18
0.478,1,0.999523,-1.95847e-17,-7.2692e-18
0.479,1,0.999523,1.66804e-18,8.08896e-18
0.48,1,0.999523,3.34521e-18,-2.79567e-18
0.481,1,0.999523,-5.73119e-17,1.57953e-18
0.482,1,0.999523,-2.87537e-18,3.45342e-18
0.483,1,0.999523,9.23803e-18,1.33951e-17
0.484,1,0.999523,1.66948e-17,-9.95532e-18
0.485,1,0.999523,5.4944e-18,-4.66041e-18
0.486,1,0.999523,1.54953e-17,2.11864e-18
0.487,1,0.999523,1.36754e-17,9.13123e-19
0.488,1,0.999523,6.83522e-18,4.63647e-18
0.489,1,0.999523,-1.27393e-17,7.43783e-18
0.49,1,0.999523,3.18831e-17,-1.44298e-17
0.491,1,0.999523,1.75452e-17,-1.06028e-17
0.492,1,0.999523,-1.11885e-17,-4.26546e-18
0.493,1,0.999523,-7.80581e-18,5.5402e-18
0.494,1,0.999523,4.63843e-17,6.56762e-18
0.495,1,0.999523,-1.17705e-17,5.08077e-19
