t,min_u,max_u,mass,center_x,center_y,shape_error
3.36,0.0012223436025842,0.268130121607928,1.57079393714647,0.859756590012376,0.859756590012378,0.649575893948611
3.38,0.00124523626144235,0.266199731257985,1.57079393714647,0.879755141143403,0.879755141143405,0.650920916812748
3.4,0.00127482838366362,0.264070621062373,1.57079393714647,0.899753692274429,0.89975369227443,0.652256144307844
3.42,0.00131139480292867,0.263844500137127,1.57079393714647,0.919752243405455,0.919752243405456,0.653581667527466
3.44,0.00135526391084274,0.263519125070679,1.57079393714647,0.939750794536481,0.939750794536483,0.65489762293267
3.46,0.00140681860711095,0.262972017964729,1.57079393714647,0.959749345667508,0.95974934566751,0.656204121466555
3.48,0.00146649723139599,0.262207352222114,1.57079393714647,0.979747896798533,0.979747896798535,0.6575012724086
3.5,0.00152502812877828,0.26122976448636,1.57079393714647,0.99974644792956,0.999746447929561,0.658789183401555
3.52,0.00152954797668225,0.260044326206236,1.57079393714647,1.01974499906059,1.01974499906059,0.660067960481578
3.54,0.00154126162110537,0.258656514352839,1.57079393714647,1.03974355019161,1.03974355019161,0.661337708111571
3.56,0.00156028677037251,0.257072181470817,1.57079393714647,1.05974210132264,1.05974210132264,0.662598529217706
3.58,0.00158679381218362,0.255297525240644,1.57079393714647,1.07974065245366,1.07974065245367,0.66385052522943
3.6,0.00162100640355851,0.253339057723345,1.57079393714647,1.09973920358469,1.09973920358469,0.665093796123272
3.62,0.00166320207692642,0.253131008969713,1.57079393714647,1.11973775471572,1.11973775471572,0.666328414106815
3.64,0.00171371284383594,0.252831710860309,1.57079393714647,1.13973630584674,1.13973630584674,0.667554501228475
3.66,0.00177292577722351,0.252328309544252,1.57079393714647,1.15973485697777,1.15973485697777,0.668772152222588
3.68,0.00184128355273433,0.251624490378734,1.57079393714647,1.17973340810879,1.1797334081088,0.669981460470889
3.7,0.0019087887797954,0.250724351432145,1.57079393714647,1.19973195923982,1.19973195923982,0.671182518022221
3.72,0.00191390258120398,0.249632379299171,1.57079393714647,1.21973051037085,1.21973051037085,0.672375415615834
3.74,0.00192722954892161,0.248353424150387,1.57079393714647,1.23972906150187,1.23972906150187,0.673560242708233
3.76,0.00194888294146064,0.246892674166514,1.57079393714647,1.2597276126329,1.2597276126329,0.674737087503532
3.78,0.00197902988910087,0.245255629504208,1.57079393714647,1.27972616376392,1.27972616376393,0.675906036987607
3.8,0.00201789171128897,0.243448075936135,1.57079393714647,1.29972471489495,1.29972471489495,0.677067176966347
3.82,0.0020657442266088,0.243256057864489,1.57079393714647,1.31972326602598,1.31972326602598,0.678220563694818
3.84,0.00212291803842567,0.242979817560569,1.57079393714647,1.339721817157,1.339721817157,0.679366307574192
3.86,0.00218979877896461,0.242515081624796,1.57079393714647,1.35972036828803,1.35972036828803,0.680504489887349
3.88,0.00226682729433651,0.241865121158693,1.57079393714647,1.37971891941905,1.37971891941906,0.681635190816098
3.9,0.00234340038118623,0.24103357654963,1.57079393714647,1.39971747055008,1.39971747055008,0.682758489455214
3.92,0.00234909456214667,0.240024436772451,1.57079393714647,1.41971602168111,1.41971602168111,0.683874463830364
3.94,0.00236401797050309,0.238842018000564,1.57079393714647,1.43971457281213,1.43971457281213,0.684983190919867
3.96,0.00238827733495447,0.237490941651539,1.57079393714647,1.45971312394316,1.45971312394316,0.686084746680239
3.98,0.00242203381834133,0.235976111989852,1.57079393714647,1.47971167507418,1.47971167507419,0.687179206075788
4,0.00246550308723184,0.234302693406425,1.57079393714647,1.49971022620521,1.49971022620521,0.688266643112565
4.02,0.00251895535394959,0.234124957552628,1.57079393714647,1.51970877733624,1.51970877733624,0.689347100477329
4.04,0.00258271537599182,0.233869208428773,1.57079393714647,1.53970732846726,1.53970732846727,0.690420679136855
4.06,0.00265716239759944,0.233438849785015,1.57079393714647,1.55970587959829,1.55970587959829,0.691487449149779
4.08,0.0027427300181491,0.232836798885299,1.57079393714647,1.57970443072932,1.57970443072932,0.692547479678801
4.1,0.00282833394422359,0.232066304760415,1.57079393714647,1.59970298186034,1.59970298186034,0.693600839000186
4.12,0.00283458705472565,0.231130930391103,1.57079393714647,1.61970153299137,1.61970153299137,0.694647594517422
4.14,0.00285106808695083,0.230034534268428,1.57079393714647,1.63970008412239,1.63970008412239,0.695687812778929
4.16,0.00287787552822867,0.228781251436187,1.57079393714647,1.65969863525342,1.65969863525342,0.69672155949981
4.18,0.00291516229507446,0.227375474118395,1.57079393714647,1.67969718638444,1.67969718638445,0.697748899587853
4.2,0.00296313558345466,0.225821832032658,1.57079393714647,1.69969573751547,1.69969573751547,0.698769897174118
4.22,0.00302205667463802,0.225656872618688,1.57079393714647,1.7196942886465,1.7196942886465,0.699784583332264
4.24,0.00309224068351317,0.225419419162553,1.57079393714647,1.73969283977752,1.73969283977753,0.700793051376068
4.26,0.00317405623618736,0.225019767273948,1.57079393714647,1.75969139090855,1.75969139090855,0.701795361952421
4.28,0.00326792506370737,0.224460530236585,1.57079393714647,1.77968994203958,1.77968994203958,0.702791574980829
4.3,0.00336240662883252,0.223744620523037,1.57079393714647,1.7996884931706,1.7996884931706,0.703781749659239
4.32,0.00336919088208931,0.222875234375803,1.57079393714647,1.81968704430163,1.81968704430163,0.704765944474238
4.34,0.003387172307639,0.221855835826556,1.57079393714647,1.83968559543265,1.83968559543266,0.705744217215535
4.36,0.00341643980502418,0.220690140241837,1.57079393714647,1.85968414656368,1.85968414656368,0.70671662499465
4.38,0.00345713619956394,0.219382097482244,1.57079393714647,1.87968269769471,1.87968269769471,0.707683224268083
4.4,0.00350945790333104,0.217935874760514,1.57079393714647,1.89968124882573,1.89968124882574,0.708644070865229
4.42,0.00357365451788558,0.217782388247062,1.57079393714647,1.91967979995676,1.91967979995676,0.709599185862782
4.44,0.00365002836756602,0.217561341651331,1.57079393714647,1.93967835108778,1.93967835108779,0.710548656362645
4.46,0.00373893395216589,0.217189236779465,1.57079393714647,1.95967690221881,1.95967690221881,0.711492535084562
4.48,0.0038407773079368,0.216668424372503,1.57079393714647,1.97967545334984,1.97967545334984,0.712430874160283
4.5,0.00394388293440359,0.21600152593965,1.57079393714647,1.99967400448086,1.99967400448086,0.71336372513638
4.52,0.00395116566431205,0.215191420347716,1.57079393714647,2.01967255561189,2.01967255561189,0.714291138981636
4.54,0.00397057532096137,0.214241229903198,1.57079393714647,2.03967110674292,2.03967110674292,0.71521316609888
4.56,0.00400219021519405,0.213154306001756,1.57079393714647,2.05966965787394,2.05966965787394,0.716129856341239
4.58,0.00404614165242068,0.211934214419018,1.57079393714647,2.07966820900497,2.07966820900497,0.717041259033007
4.6,0.00410261343423686,0.210584720315414,1.57079393714647,2.09966676013599,2.099666760136,0.71794742299544
4.62,0.00417184129070736,0.210441572712755,1.57079393714647,2.11966531126702,2.11966531126702,0.718848360653627
4.64,0.00425411223395968,0.210235299437084,1.57079393714647,2.13966386239805,2.13966386239805,0.719744154068017
4.66,0.00434976382382544,0.209888007293759,1.57079393714647,2.15966241352907,2.15966241352907,0.72063484925409
4.68,0.00445918333644219,0.209401819146769,1.57079393714647,2.1796609646601,2.1796609646601,0.721520491755274
4.7,0.0045705752573121,0.20877910372428,1.57079393714647,2.19965951579112,2.19965951579112,0.722401126643282
4.72,0.00457832024657411,0.208022463900112,1.57079393714647,2.21965806692215,2.21965806692215,0.723276798523165
4.74,0.00459907433629287,0.2071347245164,1.57079393714647,2.23965661805318,2.23965661805318,0.724147551543009
4.76,0.00463290456320916,0.206118919811112,1.57079393714647,2.2596551691842,2.2596551691842,0.725013429408174
4.78,0.00467992966884514,0.204978280513495,1.57079393714647,2.27965372031523,2.27965372031523,0.725874475400321
4.8,0.0047403194704314,0.203716220669645,1.57079393714647,2.29965227144625,2.29965227144626,0.726730732401488
4.82,0.00481429415385205,0.203582420966031,1.57079393714647,2.31965082257728,2.31965082257728,0.727582205312254
4.84,0.00490212348096716,0.203389501297503,1.57079393714647,2.33964937370831,2.33964937370831,0.728428972105106
4.86,0.00500412590381833,0.20306464422177,1.57079393714647,2.35964792483933,2.35964792483933,0.72927107310355
4.88,0.0051206675784394,0.202609773900484,1.57079393714647,2.37964647597036,2.37964647597036,0.730108548255992
4.9,0.00523993964597192,0.202027038445267,1.57079393714647,2.39964502710138,2.39964502710139,0.730941437133973
4.92,0.00524810829999087,0.201318799632518,1.57079393714647,2.41964357823241,2.41964357823241,0.731769778935326
4.94,0.00527011440605166,0.200487622202653,1.57079393714647,2.43964212936344,2.43964212936344,0.732593612492072
4.96,0.00530601332120816,0.199536262798245,1.57079393714647,2.45964068049446,2.45964068049446,0.733412976283027
4.98,0.00535591052450914,0.198467658595138,1.57079393714647,2.47963923162549,2.47963923162549,0.734227908451311
5,0.00541996088389576,0.197284915679964,1.57079393714647,2.49963778275651,2.49963778275652,0.735038446827056
